,business_id,date,review_id,stars,user_id
2628,GXDRFAunLh0aRao6ERnM4A,2006-05-17,mYbPnr8zp4Ot5Z9SeThd-g,5,Dpyal9p7-E1HJgcRixQLdg
4394,MqYYYNA-ZYvV-1w5qcmMoA,2006-02-16,zNZXiSli4yIJsrobCjglgA,4,Ud6j2HN40qEhycq2PuwcBA
17206,C9EJNLWfT9g4nwzQMgy-Yw,2006-06-21,XFqw0bDyhc3nsi8YXP0ZHQ,3,wcijN4zH5O7paBLwdjPI4Q
18767,Lau3N654yNyWdIIybea1uA,2006-11-01,5gR0nE6avt7HuXYzSIBpFw,1,bmHLHijF54gd6VYAmCRgpg
18768,8yiLVWzJyyTEhYE0fVNvlA,2006-07-20,xKs3wHanIzhRxV2INhlKSQ,4,bmHLHijF54gd6VYAmCRgpg
21071,Ez1U0wMD7Wws2BPAYfW3yQ,2006-08-13,qtjrDFekjAflNwnp77D9Hg,3,zNDWvPyyByDk8CmQ6jAK9w
21073,Ah4i15g8Ow_zphzcpulTxQ,2006-08-13,yatG2RWo9D0o2Ovm2U5b3w,5,zNDWvPyyByDk8CmQ6jAK9w
32662,nMo0ozHO7cqsPaxw_7N6ow,2006-09-11,xZ3P8TLI8NNIX2RE3vnH8Q,5,1RZw31HdvwkzfGC0JijitA
50908,AuIiqDeL65kczmiFSkAWrA,2006-02-20,nKXhq0py8n4lv3NHR2sDTQ,4,1RZw31HdvwkzfGC0JijitA
50909,NvyjzqSF55Ghe3GrIIYEcw,2006-02-20,LajOQGHb8fzcCPavR9Xbhg,5,1RZw31HdvwkzfGC0JijitA
72994,v3AS5LGeV2Si4nOHZ7lgxQ,2006-04-21,OzZ3rqTtW1auZl3m39jTtQ,4,aZwYII-E6szq4bi7N0WuYw
72995,RJNAeNA-209sctUO0dmwuA,2006-04-28,Wcz1KvTvQOktSG5PJwpFPw,4,aZwYII-E6szq4bi7N0WuYw
72996,LZ_R2OLgZQSQMMzlp8uUOA,2006-08-07,1NnufOtwqRdGz9YcYQgXnw,4,aZwYII-E6szq4bi7N0WuYw
72997,GnODIDJz09LecpudDoynCg,2006-04-17,awwKA-2LsAgv4cSn38APhQ,4,aZwYII-E6szq4bi7N0WuYw
72998,Trs4cEYdP6AX_KihTk9kWQ,2006-04-17,KHWRKdrBY9rkM8Qvh2yjzg,4,aZwYII-E6szq4bi7N0WuYw
72999,EgtyW19V-64c6PmRuvzSEA,2006-04-28,mC3ZheHV0B8nlCthQEcL4w,5,aZwYII-E6szq4bi7N0WuYw
73773,y4GFADptM1o2f5CVXr9SMw,2006-12-09,w9_p618ZvLzOCbZ_u_k-sw,5,wv98R4NPiFXzpmSNz7L32g
89614,6fPQJq4f_yiq1NHn0fd11Q,2006-08-22,gJi5tEC0qJrCFFg86gxmbA,3,Rho7FqhAH9eRdYi24p-0Eg
94458,l6ChWz5fwhkvuEmThuFl5w,2006-04-08,f5MjWTnbaTIgprz2mjx3_A,4,y1hhO-v8zq3j_yJfxliztA
94459,NYf9TKBKPpa1wkA_uwIlfg,2006-04-08,SYgRfMW86Exs81v0D-qkdQ,4,y1hhO-v8zq3j_yJfxliztA
97254,--9e1ONYQuAa-CB_Rrw7Tw,2006-12-21,He1MijYelqA7uZxH0jG6bQ,5,vtRc2ApxN_qYuPDWXAMvtQ
100429,dCUuzw3R2rPqKyN2Zl9zRw,2006-06-16,sZCLIvqhKPXZimcpey5p7g,3,xSHohIT29THBiZ14G9cu1g
106008,aGDo7GDN5YLvpYykpSLkbw,2006-05-27,2xw5D1rIBGV0D7tYD7PkZg,5,5pkKmvYlcxQNag1ym6gaEg
107965,Xu6mEU7IbKlWic1ETgUOeA,2006-04-20,I2H079FdPfhRMILU5-q9Hw,3,WdH8pzmTvPyFucmrfI0bUA
107966,uKfOtfZ5R1JGm5sybZmi2w,2006-07-10,JLQuhI-QIaXpcmvLdcJSyQ,5,WdH8pzmTvPyFucmrfI0bUA
107967,Gi48Z9ZPlEUgQU1xo_7Hjw,2006-04-21,HCLOLUMz_z1PiTw0RevbOQ,4,WdH8pzmTvPyFucmrfI0bUA
107968,Zzvjuyxr1iudPN_heAAygw,2006-04-21,W19bQ0Q9Lgv9jp2jPEEfig,4,WdH8pzmTvPyFucmrfI0bUA
107969,V_2YX2rW_l5N3UwwifokCQ,2006-04-21,5YQhMt4SZYe0k_1ykzsXtg,5,WdH8pzmTvPyFucmrfI0bUA
107972,lzD08INl2DDUcDGHXsMkmA,2006-04-20,Bp7gxrJhjui4WNAz7LPuhQ,5,WdH8pzmTvPyFucmrfI0bUA
107973,IWNbZymAICpqSgBvl2EVzg,2006-04-19,eWrb68L-KQVR-NeHQcQHvg,5,WdH8pzmTvPyFucmrfI0bUA
107975,GnODIDJz09LecpudDoynCg,2006-04-19,02910rTs5jDxf3mAVRyqCw,3,WdH8pzmTvPyFucmrfI0bUA
107976,FEH0i7SnTH81k451ZadKIQ,2006-04-21,oFGjmXzLzhReEYlm04x1mw,5,WdH8pzmTvPyFucmrfI0bUA
107977,9BeOKr8DGzDEmdoe-FzQbg,2006-04-20,aP0lq4Cs0NRLI8_uida91w,4,WdH8pzmTvPyFucmrfI0bUA
107978,IsADZMYEJKXTtPfN9YsiBA,2006-04-20,JBWRYjWHzu1bpecnRRNbIQ,3,WdH8pzmTvPyFucmrfI0bUA
107979,ues2rFe_hbRC7s232PX5QA,2006-04-19,XB_plPo_Ai_A1zgm39C3Kg,4,WdH8pzmTvPyFucmrfI0bUA
107980,fdX_eu-dCaKsDaK_itNIzQ,2006-04-21,FG7kfHS6y0rxTL9880furQ,3,WdH8pzmTvPyFucmrfI0bUA
107981,Jv8Cj0fdN2Mu2uvFVKcGlw,2006-04-21,QblMS47AMgM6rv0KTzHEqA,4,WdH8pzmTvPyFucmrfI0bUA
107982,cMybOpJd352Cb6y9SeVhPw,2006-04-19,MiIh052f47h7miBiIuGGhA,5,WdH8pzmTvPyFucmrfI0bUA
107984,RmwfJrR4__hd5Scae5qsTw,2006-04-21,MhQNRA7Xh5s1bYny84y5Zg,4,WdH8pzmTvPyFucmrfI0bUA
107985,1-wuGggkiX5rGS6e2qTP7Q,2006-04-19,WQYVq8cKBxdpHgFtleBezA,4,WdH8pzmTvPyFucmrfI0bUA
