,business_id,date,review_id,stars,user_id
534,PyTHy9VPOhBCiGLsi-PA2Q,2007-10-02,yff_3vVG6FxquxmH4V04Hg,3,AlzerMK7z84E4KU6GjPzIQ
537,Ul6JwluSTm12PVDIqnNaTg,2007-10-02,F3vb0OGmKwWW8ohaZarSbg,4,AlzerMK7z84E4KU6GjPzIQ
540,L95ppCbcWAt4LUWrCiEvPg,2007-10-02,nyahh6-LJ1fiskNTwxcFsQ,4,AlzerMK7z84E4KU6GjPzIQ
541,oqLPpDP4TIaHSRyxR4Rqdw,2007-10-02,wRooMtZCPaTnaPIoLa2TCg,4,AlzerMK7z84E4KU6GjPzIQ
542,v50-nvBCZNf7nCNbyUlQLw,2007-10-02,zJd6NFUk7ARsWApBUzXqVQ,1,AlzerMK7z84E4KU6GjPzIQ
548,WB8BmFMORvshjb7tBw0e0Q,2007-10-02,SRSZMo-NciWnrcls2kHGmA,5,AlzerMK7z84E4KU6GjPzIQ
4366,W-YhRJOSezqESSas-oLArw,2007-10-06,h4EuaOWtO3fU0MMr0lANtA,1,Ud6j2HN40qEhycq2PuwcBA
4367,TCWMgOiV0PxQkWE1SyBIWQ,2007-10-06,U8QA_6LKzpkUUbUCguTmDQ,4,Ud6j2HN40qEhycq2PuwcBA
4368,ropJyZdmv6NeDU2Vz1I_Hg,2007-01-10,Kl2yVrGdpmIo2N5J1jYc0w,4,Ud6j2HN40qEhycq2PuwcBA
4372,ZuCKwbWUNUu5Ri0IN5dUQw,2007-10-10,u87JH1M8rAxwuY6gWVmZtA,4,Ud6j2HN40qEhycq2PuwcBA
4376,gBfPyzPRmeOaj3SdcIj0Rw,2007-10-06,HOZ0gdt8IkaVXDH2EIVWow,4,Ud6j2HN40qEhycq2PuwcBA
4388,Cr4ipI-tr-R8Q0NilkWNkA,2007-10-06,ih8GBnrowj70qMFYqT0McQ,4,Ud6j2HN40qEhycq2PuwcBA
4393,El4FC8jcawUVgw_0EIcbaQ,2007-10-06,i1skAfC0a0mjvCVjOSJOKg,4,Ud6j2HN40qEhycq2PuwcBA
4395,PwpSY0vO3XlQXKOuqiqZMQ,2007-10-06,9-a-mgCeq5UHJvwaVx76ow,3,Ud6j2HN40qEhycq2PuwcBA
6711,Em0MDcxhSYZm7JVpR6WyJA,2007-04-29,xFnKgQuu2xw5gz-JuV3JuA,3,PkZcF10Nqrqo74w9NWQFEg
6712,piPwB7EvylrVnPZLcwrdNg,2007-04-29,HwoP1r8e6Lq4bqtJ5FFrsA,4,PkZcF10Nqrqo74w9NWQFEg
6713,3Fr9RZ8Hfz1iWk51C2RMWg,2007-06-18,5Jsob9tFb6sQjJOf9YPwWQ,2,PkZcF10Nqrqo74w9NWQFEg
6714,hubbaEcYPYEZu5Ziz6i0lw,2007-06-27,FZrp7Cmi_HFc8ZdDvy6cXg,5,PkZcF10Nqrqo74w9NWQFEg
8893,bSY97kgQpJ5BrpgW40V1qg,2007-07-20,K8bztrpM2jNIFqeGTQ4UuA,5,NrHIf3HMm8l27TS2abNV6A
8894,Sovgwq-E-n6wLqNh3X_rXg,2007-07-20,lwwg5V_4Ur-vUEaxBUMMng,2,NrHIf3HMm8l27TS2abNV6A
12991,925GiWzJ_cxQaUT870xW7A,2007-01-05,vwMBIFWof90snx8-cHb3pQ,5,bfxETjiT9PAZJee17ngBng
12993,apdb7MGnmnx6nGWBJ0ch_g,2007-01-05,WCEGHLTLNLh-hxXEcVZgig,4,bfxETjiT9PAZJee17ngBng
13738,7omjRsgGEJQ5Zl5yJgGtDA,2007-01-28,yDtHlUb2sHRTxCNAFszwYQ,5,K_jBV55NmMT20r0ZZRAHPw
17207,ub2HatLrydRzmpYJi06i2w,2007-05-07,tkcm2EWbHpBA5fHRIAJMAQ,4,wcijN4zH5O7paBLwdjPI4Q
17421,mUdalYTuAtnZm2K9zoH27Q,2007-09-10,ziRTXywLFY7Vd38PPwkocQ,4,K5pAN2dD-THL-wRBZmL5HQ
17424,xkVMIk_Vqh17f48ZQ_6b0w,2007-09-10,_zbFrBNYciS2sEtYrZy61A,5,K5pAN2dD-THL-wRBZmL5HQ
17426,El4FC8jcawUVgw_0EIcbaQ,2007-09-11,wxjwHnLSlK_v1u_wnTg36g,4,K5pAN2dD-THL-wRBZmL5HQ
19422,PlMJAouo0D0ZXHkCDj6eeg,2007-08-08,TgsX8MNCW_e-2wNjrZopQw,2,yDbtyjFQKhqLhCFjfqQ08A
20300,vDhifJNAtVFGjqJM5hFQkg,2007-11-18,M6IOLI6467r-KppfV55PKQ,4,dBBVtn98mdEV35BvAHfvRQ
21069,vAUDxhbsWZKI8NJlsYwCMA,2007-01-23,cRy37_n6L5l7kQLsWDoSqw,4,zNDWvPyyByDk8CmQ6jAK9w
22374,AfN3Z1U6QPEgAb5F2CQm8w,2007-10-09,_VQnIbg0cUQOVQn-_3yJvg,5,CC84op2tA4y5nd1JRZTp2Q
22376,wl0QZqAzr1DelslQ02JGCQ,2007-09-18,5e_i0agrJwIXSDaPOVRx3Q,5,CC84op2tA4y5nd1JRZTp2Q
22377,Net_BZG7t8JRLjXxNtvyNg,2007-09-15,SYBgGfrsr-Dj6lNAX-X6JQ,5,CC84op2tA4y5nd1JRZTp2Q
22534,XZbuPXdyA0ZtTu3AzqtQhg,2007-07-30,4PfYVmmDoKc6qeBXHelw2w,4,eFnmn4hHwD6rZcukggTmPg
24014,FmBKx7mv-jdh6KJ7Vq2v5w,2007-11-11,yeg-p4fOJG6gOv9c1QrIdA,4,dZSjUW1O60IJkcnYb7WL3A
25937,rtlsfmdufArhk-47sWIf2w,2007-02-23,097l4glcqSNPoez0YIDMmg,5,HBLzEv21iNOf23sLb7QpjQ
26111,Ia05PzBnBofWXwwvdPxq6g,2007-05-29,LK7LqBmHUiPJtlANusvtPg,4,oOSvYeEbzvm0v0IYQsxohw
27727,A8IouaHOlMHoVIRuAKbKzA,2007-08-28,zrapYMG4Bw8fHSUMnx8YJw,3,8VP2LZagEVW6jtYBRBNuXg
27729,Cr4ipI-tr-R8Q0NilkWNkA,2007-08-28,bEId8shcqkrh99QOBQrWpg,4,8VP2LZagEVW6jtYBRBNuXg
27730,MqYYYNA-ZYvV-1w5qcmMoA,2007-08-28,QdVBC3F4QJ2mtn6XyuYtjA,4,8VP2LZagEVW6jtYBRBNuXg
28654,awI4hHMfa7H0Xf0-ChU5hg,2007-05-09,iGBbHQrLGl1QMHXR-T-z1A,5,2zKR0KhW0p9vqsSev4M-YA
30558,slx9qstc2U2Tc4s7dzbbBg,2007-07-31,KddDaGauZF8i7ICPngkMCw,4,DXrURP4M_Uhmb3EqyYZFHA
31610,CQDJ2y9sLxc0HfwNO5R3Ew,2007-12-10,_w1lsKNBsdRZZmlKWtK62w,5,YrGRUny7hcEbQZR-KUfivw
32129,n_K2xa_nqzUqaUJa0S_5tQ,2007-01-14,gSiK4wm6PQbNJrv5dD0j4w,2,sEx1Ua3yNjxBdJ_vJ9amfA
32135,6fPQJq4f_yiq1NHn0fd11Q,2007-01-14,WEQiYNQmPKKRYaLRAmU5jg,3,sEx1Ua3yNjxBdJ_vJ9amfA
32136,y5fwt6pAKnvYOSn-xOUepA,2007-01-14,QIxBgg2D-RBjpERY-AbbBA,3,sEx1Ua3yNjxBdJ_vJ9amfA
32142,yfxDa8RFOvJPQh0rNtakHA,2007-01-14,hYJSZ5iSOfGU1UtZ_O2ylw,4,sEx1Ua3yNjxBdJ_vJ9amfA
33423,b11JJ7UdR-XxMFYNTnLUaQ,2007-12-31,ZjNPp_3QXdDkEnYY-JeLew,2,T_GUcbHmVZYYDwdHqQ-wcQ
33428,lTxZFiWEd2NNF4Eh7_mlRg,2007-12-31,K6v3ESl_PzPWOkf0rxz-jg,2,T_GUcbHmVZYYDwdHqQ-wcQ
33429,yYyAdIxKBvFbUa19Kymq_Q,2007-12-31,e41OQ6tVXS-HhgrFsXYSpg,3,T_GUcbHmVZYYDwdHqQ-wcQ
34790,QJR4qBUHegWEozSQrGmBPw,2007-08-10,QvIBKd3ikBdOHDDgHFZIRQ,2,pc9soq3EK0LP0J4JMYpWBQ
34791,eavP59x5DOpGwVFhxbG4Cg,2007-08-14,VDtisMiDjaLa45LQvTbSZQ,3,pc9soq3EK0LP0J4JMYpWBQ
38405,pTvL6Upfp91J1ryrCZpzgg,2007-09-01,Zfhp_ry9E1z3Mrwaqd8KsQ,3,D4Nw3jgK6sLevYIyBFo9bg
44046,L8psDqzHfAb3TblNY2LpDw,2007-03-31,8uif-Vyo7j3Uq3SzdMaWgQ,4,pAAG6l9ypFaaZa1EdkCxmA
44466,rvnTFEq7R2ZHg0_CYbBNFw,2007-11-05,3sTa_IYu8QlWy1dkLgRQmQ,4,3OCoRlsEwHc4Uafb6JEMkw
44548,Ly2ShApiomYZwKehwb7eRA,2007-12-28,qZ9z-s5XdzBLkurTDoR7rw,5,SWGjPyBoxMP5G3KepkN-6w
46875,Zja7ykq3icDzkN20XX6j1w,2007-10-24,FPchRak90xTUxG32J3islA,3,LAAuycmn_2knS2Nst9PJrA
50035,DMwU0igEs9K7XuI3utsr6g,2007-12-29,FPHUfpjBT1m-EzKgqNiPNw,3,Kdz_RA7T1pCh9UexU-Laaw
50036,ZICX0zom1rky89kdOQ-U_g,2007-12-26,GfFuBjICREzO5ar941omUQ,5,Kdz_RA7T1pCh9UexU-Laaw
51229,Cr4ipI-tr-R8Q0NilkWNkA,2007-12-24,BDzrB5ls6Q8zQme-6V7rig,3,b8IaC4fKYaq24N91SZmQow
55395,ODTI9W7fHMKNWZ3g8VcFUg,2007-06-18,7IVd57WqplH9YRyA9Aidrw,4,awwKA-2LsAgv4cSn38APhQ
56281,ropJyZdmv6NeDU2Vz1I_Hg,2007-11-04,MV32693M6pbMONFpjDy4lA,4,A17dnfOvp3UeYPMUYLCFDQ
56282,QdvROupQvDDQIaHrTGNgKA,2007-11-04,9TDgX2VdtpEHR-5k-ecwlg,5,A17dnfOvp3UeYPMUYLCFDQ
56284,raQFxUEzh8bfHUQLkiNHcg,2007-11-12,U_XQe3NJ91tspkrOUo1Y9A,4,A17dnfOvp3UeYPMUYLCFDQ
56285,PT0N41nUD3CErvn046JEhg,2007-11-04,oD_GXLWwkR0aCRbcuyDkNg,5,A17dnfOvp3UeYPMUYLCFDQ
56286,gA9hCYY7MYl9oZ3aym5dvw,2007-11-16,GH8QTFsGKwYBfBDnlMuljg,4,A17dnfOvp3UeYPMUYLCFDQ
60043,cHAhW7XJ2no_qzc46HpohQ,2007-07-11,H9BM-TGnVp6IEpycupmMYQ,4,oLT9S2KgqVVa1yGA5hx2IQ
60044,p4GMQauk2iqZnN6cj81s3g,2007-07-12,OhVMVcnq5Vvq2Au25owkbw,3,oLT9S2KgqVVa1yGA5hx2IQ
60046,SurnOSM2bVVN4-Js3G23RQ,2007-07-12,Wsf-_lzUAoc-pmovKh1geQ,3,oLT9S2KgqVVa1yGA5hx2IQ
60047,aVkVDJ01OgvNwhlCUz_bng,2007-07-12,ZiGG-j0YqyL1cMAnu-3iKA,4,oLT9S2KgqVVa1yGA5hx2IQ
60264,l15YOYvy1cmOkNCDNEva4g,2007-11-29,ASuifvV6CDJQcpEdS3H7DQ,3,Sil0-xK9leaMyCXs_5EZ_A
60750,qnuBmj3lL_S_QQOmTI9cfw,2007-07-30,_4x5xZ3y1S1bQueHkM2f6Q,5,wn-h7rdEbNu631uDq0zCJg
60751,nQNjtPpAHw0A8FZj1hPajQ,2007-07-30,2v7AhzRyEK9391euci4FXA,5,wn-h7rdEbNu631uDq0zCJg
60895,ZAjGkv8q8O7Y687V3E4Mtw,2007-11-02,gL5bH7WnLoBuwK07I1paVg,5,RrwXJK0tvxRWg_5u6Eu-hQ
60982,fT6Uwl6abRQfiNgxre_qbg,2007-10-20,Ii6UQ3aRm0GRt_f8cvTAKQ,4,Eq2OHkKAqcVO-fc0pOMz9w
63280,6xgcHeLad-VaoTIQewK84A,2007-05-09,WfG3cSOEAtf2Ib3tr4o72g,3,2zKR0KhW0p9vqsSev4M-YA
63614,J1RDyyPxhioqm8c_fi4P4Q,2007-12-18,qP2Dz1OOYUKw42RoPtRqXQ,5,xSYzKEoPQ40pmkir49Twbg
63615,r2BP0Irh63hqYUDSZd0ijQ,2007-01-18,0D56lkuX_-hllfvdHFm9GA,3,xSYzKEoPQ40pmkir49Twbg
64687,rtlsfmdufArhk-47sWIf2w,2007-07-27,92FOg8Had3yew8J_ihrgrg,2,D9JrYBgPDGtMiMddCFUq1A
64894,1xeyFW6daV8jdt3dM1nhqQ,2007-05-28,Bjsh1ESy2ToDBd7bISuSrw,5,ViRm7VlysQ99IxDjlmU4NA
64895,kyXEnWKQGWSThY6EcjORuw,2007-07-06,tR7RySW9td9IT1MiBvoAnQ,4,ViRm7VlysQ99IxDjlmU4NA
64896,ndyX7UHI9XHWmZklg_TCxQ,2007-05-28,0Xah-LEeAjGg4ibcoBuhYg,1,ViRm7VlysQ99IxDjlmU4NA
64897,o80p16nM5CWbl22JP1nB-w,2007-05-30,AyXbjnqseflucZPItJsv8w,5,ViRm7VlysQ99IxDjlmU4NA
68728,CCRgGKhzxSpl38w7yhqKUw,2007-12-18,DBAeLJNzEXb48SIFxBaKPw,5,27i0XhFRiq7X3m88HE7zDw
78919,YO8sWa0wYChH6DQWnE6NFg,2007-09-14,l9lMQa73MBsg7GaDLqBrfQ,2,XW_2RCmNAzuwaWeAsqDmNA
78921,IlkzevKMF1hGYEbrd04J5A,2007-09-12,7X76vtzAqY0aCmJkgxBvCg,5,XW_2RCmNAzuwaWeAsqDmNA
78928,RThuRlhMdowhtY8vITEIzQ,2007-09-12,pPziMNbxpH_YqJUSCpPjyA,1,XW_2RCmNAzuwaWeAsqDmNA
78930,CK-Gv3vqIlWOrKP4fhT8_g,2007-09-10,7bD-Wl0XFsCJV_0sWos1zw,3,XW_2RCmNAzuwaWeAsqDmNA
78931,Bp2pM6YLjcKjiKbVecwIMQ,2007-09-11,IUHWKVb8On622vvxyfXcJg,5,XW_2RCmNAzuwaWeAsqDmNA
78934,1M6tA3TqxcpptHW0_hP9Kw,2007-09-11,vBX6LlcmoDiwuAAeoGLyFg,4,XW_2RCmNAzuwaWeAsqDmNA
78966,Vbkb2shDxUE8H3PzrFnypA,2007-11-20,OVqO8bQ5tAUe7HDzjCZS8A,4,DTjcMDqS6GyYPVfFjWlxaw
79977,1nM-ES-xVqL0yQGTCwtd-Q,2007-09-28,TI7QIfrtWCFFZszVjn8SvA,2,2WniIUDY7MqU1rNL1nwolQ
79978,pybIuTluqRhH_BQ3CJHlLw,2007-09-28,Wbn_QJuDCER1I0TsfCE9rw,4,2WniIUDY7MqU1rNL1nwolQ
79980,QCe_OTC_9Vf5-oQuflQH7Q,2007-02-28,FD4pMkMC7UnkRcgxePnuaw,2,2WniIUDY7MqU1rNL1nwolQ
79981,mIlQi6nZdFbEAjZuQ6pFfQ,2007-09-28,7eu_INyd4Fb1GZY98OtWCQ,4,2WniIUDY7MqU1rNL1nwolQ
79982,elqbBhBfElMNSrjFqW3now,2007-10-08,27lb2HUu_cpm5p6EvOb0cw,4,2WniIUDY7MqU1rNL1nwolQ
79983,UpW3jyJ3_kTG7oDSflwnMA,2007-01-25,uyWBWQmiIJ50saXfQPk8Sw,4,2WniIUDY7MqU1rNL1nwolQ
79984,1Lbq92b6B9z1FYk5mS2R9Q,2007-02-01,9GuYA7IbeKCv_owWv4rHeg,4,2WniIUDY7MqU1rNL1nwolQ
79985,iA8Ve2sZKN5Vz3mYKrtCaQ,2007-09-28,e7e_XFvaJsn1iHDZKxNXHQ,2,2WniIUDY7MqU1rNL1nwolQ
79986,kosTPb88O4Q0XGbVbEOGCA,2007-03-07,siD-OrL1mZSYffhuK3Stzw,5,2WniIUDY7MqU1rNL1nwolQ
79987,dOGLTIMqqQZn8xxBRsU6CQ,2007-10-03,hCif3Jqb5wcKS61qvywGqQ,2,2WniIUDY7MqU1rNL1nwolQ
79988,WP0M2cpWzhsMwk7kPtreRA,2007-01-25,BTFYU8POeZUczY7ELODCJw,4,2WniIUDY7MqU1rNL1nwolQ
79990,w4QcDDG4mYyCg48BYE_Frg,2007-02-01,yJtRvO2fDyXf_M5fFb2qgg,5,2WniIUDY7MqU1rNL1nwolQ
79992,ElEvFQpC5iRKAiFaGiPxvw,2007-02-09,WQCdmrD5nepmd0eO0wblkg,1,2WniIUDY7MqU1rNL1nwolQ
79993,wfWcE4K7vQX1Fjao9Q-12Q,2007-09-28,qSnsklDFXSTwfyd6wo7evw,1,2WniIUDY7MqU1rNL1nwolQ
79994,S1Gpj_cqlEzitBCGAXj5aA,2007-02-02,iFfpA8100SxeHMF40nZ5rQ,4,2WniIUDY7MqU1rNL1nwolQ
79995,YZGSNhgTS6YeyUYoivD-Ww,2007-09-10,UvzRjhW6MPYRErxhMrW6Wg,4,2WniIUDY7MqU1rNL1nwolQ
79996,KskYqH1Bi7Z_61pH6Om8pg,2007-09-28,lsVTi3E6jehX0bizBxSbVA,4,2WniIUDY7MqU1rNL1nwolQ
79997,J2QsTlzmRqOvHsD4aTu0aw,2007-09-28,sMGG_LVsESpVzsQLHRy8Vg,5,2WniIUDY7MqU1rNL1nwolQ
79998,ozEDKl0tZw5ob1evx41gcQ,2007-10-05,FK_p0tjFyn_ofJVgwHTR0Q,3,2WniIUDY7MqU1rNL1nwolQ
81333,1dhPgc7E7IzzpxjHM2LphQ,2007-07-03,TzZfwgFL5FVFsCSDk0MnFw,4,Ff5IHtlp6ATxEu_Erda_tw
81334,OizfDRfXlr8qUShdWwiCEA,2007-07-03,eb6h3ikHQq76r2NeJEIryw,5,Ff5IHtlp6ATxEu_Erda_tw
84576,Dg77S06OK52nadXzf9KvHA,2007-05-20,OhD83lZmHBZEi0iehKbjrg,4,IXqUNOLnqbKVzj1_p8KkJg
87770,--9e1ONYQuAa-CB_Rrw7Tw,2007-06-02,T4Q7lLvwhN-VuHGUiIMUmg,3,6gW3E_fdyKDA_S__92C66Q
88064,3fPIRTnBhd81MixgS9YoMQ,2007-10-08,wVJiOWf9r4vcEk5BSd6QKg,4,bwRbJjmYU052e1KfTRjDgA
88065,rTS8LsUmNIiXsXydE49tPA,2007-10-11,vE3mG6L-KirYpUCwma-umA,5,bwRbJjmYU052e1KfTRjDgA
88066,p7RWwyP49cDwgvoK1Um8Mg,2007-10-18,dm0wPl-1VCJSQqRcMbg2Jg,4,bwRbJjmYU052e1KfTRjDgA
89566,BuS11AF9XSHEShscxQEzeg,2007-06-21,8z34aotRhMZimFXe2E8Mfw,5,pdaISTdtMc1PZIJy9qCKdw
90029,cbq_hs6zYd7tfWI6EnG_0g,2007-08-20,6ipUAr7sELuAlN2K77aHfw,1,an_MA9tbfZBOAy6UPmpFng
90346,07Zal95llU38uVeYbuLLMA,2007-09-06,Ca84bSH9iKz6pxfz9KuR2g,4,yE4dTCWmBNoCrbbFvn8LQg
90347,AfN3Z1U6QPEgAb5F2CQm8w,2007-09-05,Hr-HSP8xws9C2UD19qv06A,4,yE4dTCWmBNoCrbbFvn8LQg
90358,wl0QZqAzr1DelslQ02JGCQ,2007-09-06,PsjvRhuiuIur7WNT9YPdIQ,4,yE4dTCWmBNoCrbbFvn8LQg
90359,UESdOMLsXn_7WcwOZt7I3A,2007-09-05,NpJNlL33W4SAK4urwdK2hw,4,yE4dTCWmBNoCrbbFvn8LQg
91714,V7nossAF0dFj_mSPYj6SSQ,2007-09-26,0oJQof5_J5308ogEW0jObQ,1,fvnQLfkV_3tR_4-i1J2bEQ
91715,w2gXToEf9ba78Qfmp42YRQ,2007-10-05,cDf1OxrO-RcaUFuotUdm6A,5,fvnQLfkV_3tR_4-i1J2bEQ
91716,_9vGmNrEcLWFOnUzeUdfag,2007-09-26,jYgccKYkn25yc-XF3QskfQ,5,fvnQLfkV_3tR_4-i1J2bEQ
92329,krysT2aEJWNoEUYFF7JmkA,2007-02-10,NBBLJxFFHZtX20a7XAXxww,4,nEwaBIELZIXXakxt2igyiA
92330,lk9FXwKCOxIvXAWF8zr_Zg,2007-02-25,sp4nJ58M0LpX_laVz1Oe8g,5,nEwaBIELZIXXakxt2igyiA
92333,hDhQvwpLWSzSgZQSKUSOqQ,2007-02-11,Ed8Cim9tJ59-mle7PHDfmw,4,nEwaBIELZIXXakxt2igyiA
92334,Gi48Z9ZPlEUgQU1xo_7Hjw,2007-02-10,fGOEOFB-pGrnwVZ9ubhCjA,2,nEwaBIELZIXXakxt2igyiA
