,business_id,date,review_id,stars,user_id
924,rnHU2wvqs8FPhvwf9rLQ1Q,2008-08-29,ar_MNFXRITdkU5tLmNXcqg,5,dNNhk8urecrV_otn7kiziA
925,VK_l61W_K2OOkDj-YbDeAQ,2008-08-29,wdfuhnbb7uoGw2E_maB8qA,4,dNNhk8urecrV_otn7kiziA
929,UAE4XWXwlALJsq8yycmW5w,2008-08-27,xbCOS7iV8KtUCG5hdSUGhQ,5,dNNhk8urecrV_otn7kiziA
930,oD0I3JFyj2A1pi67uLnz-Q,2008-08-09,WITHAta7tSvZJdRpkqb_ug,5,dNNhk8urecrV_otn7kiziA
931,4gXdyihRiytmXEAfqLNMBw,2008-08-09,-_BKaXQCBgupepxlv52-Qg,4,dNNhk8urecrV_otn7kiziA
933,NbbO83a69vdXpACNw3jKCA,2008-08-09,UVl6P7OmIexCctcIimKM1w,3,dNNhk8urecrV_otn7kiziA
934,i2DcZyW9vmocjpuPNcyOgA,2008-08-09,ptWGasplfjFQkqWB8gznyA,3,dNNhk8urecrV_otn7kiziA
936,gA9hCYY7MYl9oZ3aym5dvw,2008-08-26,1NTh8_PYneaNLTEVUZP8_A,4,dNNhk8urecrV_otn7kiziA
937,ovtlrcsVRlgZZQUlHs_ovw,2008-08-26,pX6jULXlfFLN_IgWeAPfYw,5,dNNhk8urecrV_otn7kiziA
939,cZJ8DfdiLzILcdGSOCWI3g,2008-08-09,Eoxg-VhiE2lDyg1aSpMbCQ,5,dNNhk8urecrV_otn7kiziA
940,v4qyBRpTBvOO55M4IAqNNg,2008-09-15,vae_PBKFlbBKRT43_l8f5Q,3,dNNhk8urecrV_otn7kiziA
1223,PQWE8a6Opjiuzt7DaX2R6Q,2008-03-16,heZ9UDQrPobXAO2Nz1IJQw,4,0wvlpzuR4mnZfMcoG8N31Q
1224,URFhSrJPk7JM2pUtsuWsAg,2008-02-17,To7LDB_nCpi10qH1k0pTKg,4,0wvlpzuR4mnZfMcoG8N31Q
1225,5FIOXmUE3qMviX9GafGH-Q,2008-02-06,sSC3rXCHNGt3XoMaOPQ1Ig,4,0wvlpzuR4mnZfMcoG8N31Q
1227,9tKSEjLCJowSkxze0NiFig,2008-05-12,KRtCR7EZdvzJy165N2xHwA,4,0wvlpzuR4mnZfMcoG8N31Q
1228,qdtfcYMROGZVvYcE9F23yg,2008-03-16,vzF3nIpVwbNASmsOhtan5w,4,0wvlpzuR4mnZfMcoG8N31Q
1229,fT6Uwl6abRQfiNgxre_qbg,2008-01-14,pUbgWISyOHd61qpSra0QoQ,3,0wvlpzuR4mnZfMcoG8N31Q
1231,eS29S_06lvsDW04wVrIVxg,2008-05-04,TX9FFKsImwxBTgeFD1wIKw,4,0wvlpzuR4mnZfMcoG8N31Q
1233,yUAwR_aC6QtSyjuJUhOEKQ,2008-06-18,VmXe_b1kA-Fq-JAol6--7Q,3,0wvlpzuR4mnZfMcoG8N31Q
1235,vJvEKFtQ8Am95tWEkiwOGA,2008-03-16,-8nLvWne0z6tNoW56OD1Ig,4,0wvlpzuR4mnZfMcoG8N31Q
1236,LV9Stq-s3H4dqaTE1Z7rwA,2008-07-15,nQ3lsNgUAN84gcSCqG5X6A,4,0wvlpzuR4mnZfMcoG8N31Q
1238,hAioxEk3WU-SzlqIM4TI7w,2008-06-24,2EcmxPM7tvWVD7teiRBwgQ,3,0wvlpzuR4mnZfMcoG8N31Q
1241,Z4CA7jEArUT_D-1ZM4Bh1Q,2008-06-03,iHfPcaTIAvdfOuScT1__vw,3,0wvlpzuR4mnZfMcoG8N31Q
2758,IsIKU8ndr3aU5sFTb4LuPA,2008-09-03,ZYKYQ24IRZj5qxIw8MSRoA,4,6WIRvMKI5DSfZfOB4ZF7xA
2812,7-Ba9uSmYYpXgnQRoIPxMQ,2008-06-07,FpE_HGW_VyKGhVOrioynPQ,2,X-IK7d1JIKVPWhgeiPO3pA
2813,irDgKDkvrma1jFN_mRgQ_g,2008-06-03,2GNvIVYFTJzymMVWkKm-8w,5,X-IK7d1JIKVPWhgeiPO3pA
2814,JECKrOvqJ_faoW_QxyeEAw,2008-10-29,oC66Lw3hLiB19X3a4WSf7A,4,X-IK7d1JIKVPWhgeiPO3pA
2815,wtcMoqKiaxkFPZj0BC9jlw,2008-06-03,7NWRt7P2g30kvimW6mUKEA,4,X-IK7d1JIKVPWhgeiPO3pA
2816,SAfuIUZMXrOnb3LWyvYjDA,2008-06-03,-iE8cOG4lok0sUY5Z3hEgg,3,X-IK7d1JIKVPWhgeiPO3pA
2817,84D3me3nDXXWDBzT0qcbbA,2008-06-03,A_VCBVr6-uyo1frXep2XGw,4,X-IK7d1JIKVPWhgeiPO3pA
2818,grx2VIhIT7LpK0-kthPHzQ,2008-10-30,ud-jYRqe0opK6js4e1LRrQ,4,X-IK7d1JIKVPWhgeiPO3pA
2819,5Dccw539NNtnyCgTu5ed5A,2008-10-29,qnUY103c9SaoDc4wAeWrBg,3,X-IK7d1JIKVPWhgeiPO3pA
2820,rOqY1Vj8sQ6kL9XLVQRslw,2008-06-15,pLktnpxdvPzx3HVYu1eZTw,4,X-IK7d1JIKVPWhgeiPO3pA
2821,ajWLpOe3wcLrlu2CNjdAGA,2008-06-10,siX1MnkKZeQywkYDDq0dYw,3,X-IK7d1JIKVPWhgeiPO3pA
2822,UYh1N1xQhOh-a7nX92xPzQ,2008-06-06,wtIVH4-CibnMndWFA3piLw,5,X-IK7d1JIKVPWhgeiPO3pA
2823,B7XwqO9Lbzq-VtOiRobfCg,2008-11-01,RG023nZP9d0v24ASw95wqA,5,X-IK7d1JIKVPWhgeiPO3pA
3181,5KsvP10z9InBcI6hhqjjKg,2008-08-25,196XZTzd3W-c83MOZc-F4Q,1,xm8UKfp7LTNKVNQ7PS3ADg
3480,sZf_KrF9ZLC7z4jiLGgVOw,2008-09-28,nLk4uUDq0yyUlBiG-zzR1w,4,dnSBTYaCnKk_zxjAic1QEQ
3481,VO8ZLZ4NPvwcvdCAp89e0w,2008-09-28,yDU7dIXtezyYpboc_L_8xg,5,dnSBTYaCnKk_zxjAic1QEQ
3482,rnCKXjVBrv23nT6Q5G0ZaQ,2008-09-28,6I-AqQMNOF9SbK7WaPUSIA,2,dnSBTYaCnKk_zxjAic1QEQ
3483,5FIOXmUE3qMviX9GafGH-Q,2008-09-27,Jqs-EgHdeGrbD1PvKRFiRw,4,dnSBTYaCnKk_zxjAic1QEQ
3487,D3ehpx1uKG5aLuaJgztYDg,2008-10-12,bLZ7V686nYqKkbDoIQtTbw,5,dnSBTYaCnKk_zxjAic1QEQ
3489,iRDfCn7MSvEVKZLyzimKpw,2008-10-08,SaZrEarRFOtxC_riAf03VQ,2,dnSBTYaCnKk_zxjAic1QEQ
3491,xZhCCireQYwcRHh5Nc1Vkw,2008-09-27,7Xk_gdsvENqKS0qWMu5cug,2,dnSBTYaCnKk_zxjAic1QEQ
3492,BhzbId_o7t-1q349J1L5Dg,2008-09-28,PbZPi4N0hjOnL5UnVBrsCg,4,dnSBTYaCnKk_zxjAic1QEQ
3494,Net_BZG7t8JRLjXxNtvyNg,2008-09-27,lGNH9OsmMXaJMeWSrEpJfw,5,dnSBTYaCnKk_zxjAic1QEQ
3495,-IZvuqxekWEvJqDw308daQ,2008-09-28,Bx15NkkQIoxBToxmNK_sNQ,4,dnSBTYaCnKk_zxjAic1QEQ
3497,JsUprRhyzQyukZmAhcOg0A,2008-10-12,EreJHuj4fiXVEmnqXC-0Og,5,dnSBTYaCnKk_zxjAic1QEQ
3498,Xwf022IffmZPq6V25iomDg,2008-09-28,rS0b3XR_-ll36F2tPPXpkA,3,dnSBTYaCnKk_zxjAic1QEQ
3500,AJ8DDFm6QaihAPZI3wFBHw,2008-10-08,8i_O1fMkObYPoFu8AnUuoA,4,dnSBTYaCnKk_zxjAic1QEQ
3501,5k34OJo3BsEaoyMsW86eZg,2008-10-08,7Tei2VXbEO9Sap0YB7Db0w,2,dnSBTYaCnKk_zxjAic1QEQ
5562,WAb6ox5RrBtF7m5Cb6p56Q,2008-09-17,TyDiY48X-n0EcdPeUVd0ig,3,vtJNNmRxWwM8MSULUSAdSw
5571,pCktHkZpZ96TJPbXdl7uAw,2008-09-17,m6NkreLZ9uKmrzXuv2CarA,1,vtJNNmRxWwM8MSULUSAdSw
5574,0nyM_mub7LxN6Dx7tYpMaA,2008-06-06,TOsSGEqtiQjm3sppgp9y4w,2,vtJNNmRxWwM8MSULUSAdSw
5575,uM5eNM6GYZYiSm3b2iZdOg,2008-09-17,YlPD42NPI8A9A8u5K1OHNg,3,vtJNNmRxWwM8MSULUSAdSw
5576,0gXYLVPNWz0WT8wXQVpS0g,2008-09-17,PejCECmAnY4y-IMnQDPKBQ,4,vtJNNmRxWwM8MSULUSAdSw
6028,yWUBX9Pe6pzh1PjVj04UmQ,2008-08-03,tCg4XI5eHcUapNrwcvLTZQ,4,iLzOjHz1KO95FyPXr3V-aw
6029,X23bt-XPgRC5yqtrSgp9Jg,2008-07-31,KF8Ngyb0YdCs2_ESBW8NdA,5,iLzOjHz1KO95FyPXr3V-aw
6033,WOj8nPos3R9IIf0Pyttd8g,2008-12-06,iLSjCieSTNPtb0C4K0Jp9w,5,iLzOjHz1KO95FyPXr3V-aw
6035,bmcxT_geMvzExMb6Hpifgg,2008-07-29,1L0JoS8kuhxTWb1kMiSiaQ,2,iLzOjHz1KO95FyPXr3V-aw
6036,sR8abAg-zKxqE0HkICA-4A,2008-08-01,TbgObBpsvnCzsCBkppZgOw,5,iLzOjHz1KO95FyPXr3V-aw
6448,ppmYIHMCIL5bocUsJSsDWA,2008-08-07,-kQJSy-rVaLUTZlU_y6Kng,5,KOCvyILJBKXIqaEgHm3WVw
6449,V9klA6JGT6Fz2UpVP_7sBw,2008-08-13,MSuYiNCTfFG7a3HN-KkS_g,3,KOCvyILJBKXIqaEgHm3WVw
6451,fWEfX14W2_7GDOJBSQQU9Q,2008-08-07,EChsW9Ltr88MqDhtfg1Erg,2,KOCvyILJBKXIqaEgHm3WVw
7545,lAR6Lj6-zBxQNqflZt0zTQ,2008-11-13,MFRz_bgtR7NfmdUVZ-oKxw,2,7ieFGBmuwf3zAhJREFuSCw
7547,1Df5WnLX3DqN6ymlhqznaQ,2008-11-21,DEahaPEKsl9DQt6ap7dtXw,4,7ieFGBmuwf3zAhJREFuSCw
7548,cJWbbvGmyhFiBpG_5hf5LA,2008-11-21,TUFQ0xsIXHfBVJdKaE31jw,4,7ieFGBmuwf3zAhJREFuSCw
7549,OFw59czUoeeosFMKfRawmg,2008-11-21,RxYQHrFkfBC9vvaRJFM2Lw,3,7ieFGBmuwf3zAhJREFuSCw
7827,dUffgo9Lh_Vk9TLuFR5ywg,2008-11-11,rMbF2npWhrTmMk1BPTKUHw,2,vuTMJH3wOS-cTIgda6UAOw
8409,5FIOXmUE3qMviX9GafGH-Q,2008-07-29,DH5CJihfH-c2MujsQX7B8A,4,sTfvB7j5bIf_6NFj8MpEYw
8410,wzfQBvE_VAApYqvi_Zrt4g,2008-07-30,lffbH4UycOQT52zSHSjYGA,4,sTfvB7j5bIf_6NFj8MpEYw
8411,4cDWyZa6EqsY4XSWwLY7RA,2008-03-27,9HcLjP8P_8ttfwMeQodd8g,4,sTfvB7j5bIf_6NFj8MpEYw
8908,28rRiCNsqRf95R6jj3ENcQ,2008-08-22,hr6vwmmo1yvQXwbC3A12Tw,2,UgyVSjGwolUdQ0PQkCMxqA
8909,7wgKazvblPECOzBrd6N50Q,2008-08-22,YCpvWuJmyRSDeU0XvV47CA,4,UgyVSjGwolUdQ0PQkCMxqA
8910,cKdox2gt3L1Dbb7MpOPdWg,2008-08-13,yD9B6aUF319UDCaKy1oY_w,4,UgyVSjGwolUdQ0PQkCMxqA
9399,-JFVxwdVQfX207554dx1nw,2008-11-01,PYWnPK3ce3a8-Kafg3zhsA,2,TuAuPTDZEldXkOt0a-n4Xg
9400,1Vvxx-9AoINg8TJXOZgEHg,2008-08-15,5KF74jVHE-oKL5sjdlOEvQ,5,TuAuPTDZEldXkOt0a-n4Xg
9401,Z5eukYH32_nFljOTC2DJ0g,2008-08-15,_ozSY2QBMrXSrZFPxGHuGw,3,TuAuPTDZEldXkOt0a-n4Xg
9403,XZbuPXdyA0ZtTu3AzqtQhg,2008-11-01,KKrCp2NlUZXPmBXfDXTNFQ,4,TuAuPTDZEldXkOt0a-n4Xg
9404,I4Nr-MVc26qWr08-S3Q1ow,2008-10-03,RdOfUCd-FNqvA4bCFLCpeA,1,TuAuPTDZEldXkOt0a-n4Xg
9405,IImZFNzX4cP84rFsyb-9mQ,2008-08-15,FknC8WjpirteydHuXL0dlw,3,TuAuPTDZEldXkOt0a-n4Xg
9406,grx2VIhIT7LpK0-kthPHzQ,2008-09-06,YovbCBbhpg1UDVNBvsJzWA,2,TuAuPTDZEldXkOt0a-n4Xg
9407,7fxebHYUwIF6CakxSr70iQ,2008-09-06,RnPUQLgBK5ZsgPmA39FdDw,5,TuAuPTDZEldXkOt0a-n4Xg
9408,Fi-2ruy5x600SX4avnrFuA,2008-08-19,RkjRT9W-zejyxvWnIKJWgw,4,TuAuPTDZEldXkOt0a-n4Xg
9409,ECOkEVUodMLUxvI0PMI4gQ,2008-11-10,_IrC0XtAbIO6hUNWK3tefQ,4,TuAuPTDZEldXkOt0a-n4Xg
9410,N0apJkxIem2E8irTBRKnHw,2008-08-15,aSwRzsMinExWLjOlSVTYGQ,5,TuAuPTDZEldXkOt0a-n4Xg
9411,PDIh1lVtKlUqPJROXYJQvQ,2008-10-18,1SyI0XndoSyh0hxc8ilUhQ,2,TuAuPTDZEldXkOt0a-n4Xg
